N,CBLAS,Basic,Blocked B4,Blocked B16
128,1.0,1.6793497305729155,2.0698413874443573,4.563523317307211
512,1.0,0.006210673693871938,0.04194198574545218,0.09871389661092207
2048,1.0,0.0023194797248758526,0.03661735272249752,0.08451655415009704
